id_herb	produto_comercial	empresa	ingrediente	link	registro	dose_(g/L)_(g/kg)	equivalente_acido	Formulacao	soja	soja_dessecação	soja_omg	soja_spd	milho	milho_ogm	milho_spd	algodão_spd	algodão_ogm	algodão	sorgo	algodão_ogm	café_spd	café	trigo_spd	trigo	gramíneas_forrageiras	arroz	arroz_sequeiro	arroz_irrig_spd	arroz_irrigado	arroz_spd	feijão	aveia_preta	Feijão_spd	feijão_vagem	feijão_fava	feijão_guandu	feijão_mungo	feijão_caupi	grão_de_bico	azevém	aveia	lentilha	cana_spd	cana_soca	cana_maturação	Cana_dessecação	cana_roughing	cana	aveia_preta	mandioca	pastagem_spd	pastagem	vazio_sanitário	manejo_outonal	amendoim	centeio	cevada	canola	abacaxi	citros	citros_spd	melão	eucalipto_implantação_da_flores	Eucalipto_Rebrote	eucalipto	pinus_implantação_da_flores	pinus	seringueira	acácia_negra	estrelicia	girassol	quiabo	tomate	alho	banana	cebola	cenoura	batata_dessecação	batata	alface	repolho	jiló	pimenta	pimentão	brocolis	couve-flor	beterraba	batata-doce	berinjela	batata-salsa	fumo	morango	camomila	gengibre	batata_yacon	alfafa	salsa	coentro	braquiaria	aveia	milheto	inhame	ervilha	sorgo	caju	goiaba	manga	mangaba	pera	uva	maçã	ameixa	mamão	melancia	pessego	nectarina	dendê	duboisia	triticale	crisântemo	centeio	cacau	não_agrícola	seringueira	escarola	sisal	côco	momona	caqui	açaí	cará	nabo	mandioquinha-salsa	carambola	rabanete	figo	castanha_do_pará	macadâmia	pinhão	noz_pecã	pupunha	gladíolo	vagem	área_de_pousio	área_não_cultivada	abacate	gramados	espinafre	manejo_outonal	rosa	todas_as_culturas_com_ocorrência_do_alvo_biológico	tabaco	tratamento_do_solo
748	Velpar-K WG	Ouro Fino Química S.A. - Uberaba	diurom (ureia) + hexazinona (triazinona)	https://www.agrolink.com.br/agrolinkfito/produto/velpar-k-wg_8282.html	419003	468 + 132		Granulado Dispersível (WG)																																								x																																																																																																									
749	Venture	ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba	haloxifope-P-metilico (Acido ariloxifenoxipropionico)	https://www.agrolink.com.br/agrolinkfito/produto/venture_10313.html	21816	108	103,8	Concentrado Emulsionável (EC)	x									x													x																																																																																																																										
750	Verdict - R	Dow Agrosciences Industrial Ltda. - Sao Paulo	haloxifope-P-metilico (Acido ariloxifenoxipropionico)	https://www.agrolink.com.br/agrolinkfito/produto/verdict-r_239.html	7194	124,7	120	Concentrado Emulsionável (EC)	x									x													x																																																																																																																										
751	Verdict Max	Dow Agrosciences Industrial Ltda. - Sao Paulo	haloxifope-P-metilico (Acido ariloxifenoxipropionico)	https://www.agrolink.com.br/agrolinkfito/produto/verdict-max_10585.html	3518	540	520	Concentrado Emulsionável (EC)	x				x					x				x		x							x																	x												x																																																		x	x																																										
752	Verdict Mays	Dow Agrosciences Industrial Ltda. - Sao Paulo	haloxifope-P-metilico (Acido ariloxifenoxipropionico)	https://www.agrolink.com.br/agrolinkfito/produto/verdict-mays_10586.html	3618	540	520	Concentrado Emulsionável (EC)					x																																																																																																																																												
753	Verdict milho	Dow Agrosciences Industrial Ltda. - Sao Paulo	haloxifope-P-metilico (Acido ariloxifenoxipropionico)	https://www.agrolink.com.br/agrolinkfito/produto/verdict-milho_10591.html	4118	540	520	Concentrado Emulsionável (EC)					x																																																																																																																																												
754	Verdict NF	Dow Agrosciences Industrial Ltda. - Sao Paulo	haloxifope-P-metilico (Acido ariloxifenoxipropionico)	https://www.agrolink.com.br/agrolinkfito/produto/verdict-nf_10593.html	4818	540	520	Concentrado Emulsionável (EC)	x									x													x																	x																																																														x	x																																										
755	Verlon	BRA Defensivos Agricolas Ltda. (Piracicaba)	picloram (acido piridinocarboxilico) + 2,4-D (acido ariloxialcanoico)	https://www.agrolink.com.br/agrolinkfito/produto/verlon_10760.html	31518	103 + 406	64 + 240	Concentrado Solúvel (SL)																																												x													x																																																																																								
756	Vezir	Adama Brasil S.A. - Londrina	imazetapir (imidazolinona)	https://www.agrolink.com.br/agrolinkfito/produto/vezir_22.html	6697	106		Concentrado Solúvel (SL)	x																	x					x																																																																																																																										
757	Vezir 100	Adama Brasil S.A. - Londrina	imazetapir (imidazolinona)	https://www.agrolink.com.br/agrolinkfito/produto/vezir-100_8013.html	9608	106		Concentrado Solúvel (SL)	x																	x					x																																																																																																																										
758	Vezir WG	Adama Brasil S.A. - Londrina	imazetapir (imidazolinona)	https://www.agrolink.com.br/agrolinkfito/produto/vezir-wg_8057.html	10099	700		Granulado Dispersível (WG)	x																						x																																																																																																																										
759	Viance	Tecnomyl Brasil Distribuidora de Produtos Agricolas Ltda - Foz do Iguaçu	cletodim (oxima ciclohexanodiona)	https://www.agrolink.com.br/agrolinkfito/produto/viance_10492.html	28917	240		Concentrado Emulsionável (EC)	x									x													x																			x																							x	x		x	x		x												x																							x																																							
760	Viper	Nufarm Indústria Química e Farmacêutica S.A. - Maracanaú	tebutiurom (ureia)	https://www.agrolink.com.br/agrolinkfito/produto/viper_10583.html	3318	500		Suspensão Concentrada (SC)																																								x																																																																																																									
761	Visor 240 EC	Dow Agrosciences Industrial Ltda. - Sao Paulo	tiazopir (acido piridinocarboxilico)	https://www.agrolink.com.br/agrolinkfito/produto/visor-240-ec_7689.html	2498	240		Concentrado Emulsionável (EC)																																								x																																																																																																									
762	Volcane	Luxembourg Brasil Comércio de Produtos Químicos Ltda	MSMA (organoarsenico)	http://www.adapar.pr.gov.br/arquivos/File/defis/DFI/Bulas/Herbicidas/volcane190618.pdf	4798	790		Concentrado Solúvel (SL)										x																														x																																																																																																									
763	Volpe	ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba	diurom (ureia) + hexazinona (triazinona)	https://www.agrolink.com.br/agrolinkfito/produto/volpe_10396.html	15817	468 + 132		Granulado Dispersível (WG)																																								x																																																																																																									
764	Volt	UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava	Acifluorfem-sodico (eteretilica) + bentazona (benzotiadiazinona)	https://www.agrolink.com.br/agrolinkfito/produto/volt_2938.html	2399	170 + 400		Concentrado Solúvel (SL)	x																																																																																																																																																
765	Walux	Dow Agrosciences Industrial Ltda. - Sao Paulo	2,4-D Sal de Colina (acido ariloxialcanoico)	https://www.agrolink.com.br/agrolinkfito/produto/walux_10958.html	26119	668,62	456	Concentrado Solúvel (SL)	x				x																																																																																																																																												
766	Whip S	Bayer S.A. - Sao Paulo/ SP	fenoxaprope-P-etilico (Acido ariloxifenoxipropionico)	https://www.agrolink.com.br/agrolinkfito/produto/whip-s_2968.html	6096	69		Emulsão Óleo em Água (EW)																		x																																																																																																																															
767	Wolf	FMC Química do Brasil Ltda. - Campinas	metsulfurom-metilico (sulfonilurea)	https://www.agrolink.com.br/agrolinkfito/produto/wolf_7414.html	7207	600		Granulado Dispersível (WG)																x		x			x			x									x							x									x																																																														x																																		
768	Xeque Mate	Iharabras S.A. Indústria Químicas - Sorocaba	glifosato-sal de potássio (glicina substituida)	https://www.agrolink.com.br/agrolinkfito/produto/xeque-mate_10358.html	10317	620	500	Concentrado Solúvel (SL)	x				x					x				x		x		x					x							x	x			x						x		x					x					x					x		x								x		x										x	x			x			x	x							x	x		x	x		x		x	x											x							x		x	x		x	x	x																	
769	Zafera	ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba	glifosato-sal de amônio (glicina substituida)	https://www.agrolink.com.br/agrolinkfito/produto/zafera_10343.html	5517	792.5	720	Granulado Dispersível (WG)	x				x					x				x		x		x																						x				x								x															x																																		x	x	x	x			x	x						x																															
770	Zaphir	UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava	imazetapir (imidazolinona)	https://www.agrolink.com.br/agrolinkfito/produto/zaphir_7242.html	2307	106		Concentrado Solúvel (SL)	x																				x																																																																																																																												
771	Zapp QI 620	Syngenta Proteção de Cultivos Ltda. – Sao Paulo	glifosato-sal de potássio (glicina substituida)	https://www.agrolink.com.br/agrolinkfito/produto/zapp-pro_8032.htmll	12908	620		Concentrado Solúvel (SL)	x				x					x				x		x		x					x																	x												x																																																			x																																										
772	Zartan	UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava	metsulfurom-metilico (sulfonilurea)	https://www.agrolink.com.br/agrolinkfito/produto/zartan_7324.html	4607	600		Granulado Dispersível (WG)														x		x		x															x							x				x				x	x			x																																																											x																																		
773	Zavit	ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba	glifosato-sal de amônio (glicina substituida)	https://www.agrolink.com.br/agrolinkfito/produto/zavit_10598.html	5918	757	688	Granulado Solúvel (SG)	x				x					x						x																								x																	x		x																																																																																						
